CTC
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
140000
550000
550000
550000
550000
600000
600000
600000
600000
600000
600000
600000
600000
600000
600000
600000
600000
600000
625000
625000
625000
630000
630000
650000
650000
650000
660000
660000
675000
684727
684727
684727
684727
700000
700000
700000
700000
700000
700000
700000
705000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
720000
724000
724000
724000
740000
744000
750000
750000
750000
750000
750000
750000
750000
750000
750000
750000
750000
750000
750000
750000
750000
772730
774500
774500
774500
780000
800000
800000
800000
800000
800000
800000
800000
800000
800000
800000
800000
800000
800000
800000
800000
800000
800013
800013
800013
811862
811862
811862
811862
811862
815865
824925
824925
824925
832560
832560
832560
850000
850000
863640
875000
875000
884727
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900000
900010
910000
910000
950000
950000
950000
952576
952576
952576
952576
952576
952576
952576
952992
952992
952992
960000
960000
970000
980000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1000000
1037900
1037900
1037900
1050000
1066383
1066383
1066383
1066383
1070000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1100000
1150000
1150000
1150000
1150000
1150000
1150000
1150000
1175000
1175000
1175000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
1200000
